3,0,1,3,3,1,6,13,5,1,4,13,14,1,3,1,7,16,3,2,2,6,41,0,2,1,2,0,1,0,0,1,3,1,0,8,0,2,0,1,1,4,2,5,0,2,2,2,1,4,1,2,0,0,0,15,2,0,1,1,1,0,1,0,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,2,2,2,2,1,2,1,1,0,6,0,0,11,12,6,5,8,6,5,3,5,1,0,4,0,3,0,0,0,0,0,0,2,0,1
18,0,1,2,2,4,4,10,3,0,8,14,5,1,1,9,2,0,5,0,2,9,0,49,0,2,2,0,0,0,3,1,5,1,1,5,0,2,0,1,2,4,8,1,1,1,3,2,0,2,0,0,0,0,2,9,3,0,1,0,1,0,0,2,8,0,0,1,3,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,3,2,6,1,1,0,0,7,0,7,4,1,5,0,5,11,0,5,6,1,1,2,6,14,14,15,17,1,1,16,0,0,0,2,0,0,5
4,2,0,0,2,2,0,11,0,0,2,11,12,4,1,3,7,7,7,2,1,4,2,0,38,3,3,1,0,0,2,1,0,1,0,2,1,3,0,1,3,5,4,7,4,3,0,0,0,5,0,2,2,0,0,8,2,1,0,0,0,7,1,0,10,1,0,0,1,0,1,4,0,0,5,0,0,1,0,0,0,0,0,2,1,2,0,0,5,2,0,2,0,1,0,0,0,0,10,13,4,2,5,1,2,5,12,1,0,10,0,1,1,2,0,0,1,1,0,0,1
3,2,0,0,5,8,5,5,0,5,1,15,0,3,4,5,7,8,16,1,3,13,1,2,3,60,4,0,0,4,3,0,3,0,4,6,4,2,1,3,6,3,7,1,4,5,1,2,1,6,2,2,0,2,1,12,7,2,2,0,3,4,1,6,13,3,1,0,1,1,1,4,4,1,4,5,1,0,0,4,0,0,0,2,3,5,1,3,4,1,0,4,0,0,3,4,2,0,4,23,2,5,6,0,2,14,10,1,0,17,8,1,1,6,0,2,0,0,1,2,11
19,3,1,0,3,3,3,14,0,1,1,18,14,1,6,2,10,6,8,0,1,8,2,2,3,4,64,1,0,0,17,4,3,0,1,7,0,2,1,1,23,28,4,3,0,4,2,1,0,7,2,1,0,4,0,13,3,0,6,1,0,1,0,0,8,1,1,0,1,1,3,0,0,1,1,0,0,0,0,0,1,0,0,0,3,8,0,2,16,0,0,5,0,0,1,4,0,1,11,7,1,14,35,2,1,0,6,0,1,33,0,1,0,1,0,0,1,0,2,0,1
3,1,0,2,5,5,0,7,0,2,4,6,3,2,3,3,4,3,7,0,0,8,0,0,1,0,1,33,0,0,3,0,1,3,1,5,2,4,0,4,3,10,8,3,0,0,6,0,0,5,0,1,0,0,0,12,5,0,0,0,3,0,1,1,9,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2,3,0,0,1,1,0,4,10,1,2,1,1,2,3,10,1,0,5,4,0,0,4,0,0,1,0,1,1,5
1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,2,0,3,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,3,0,0,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,3,3,0,1,0,1,5,2,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,3,4,0,1,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,2,3,0
31,9,5,0,8,2,5,8,0,3,61,33,1,1,15,2,1,1,13,1,0,55,0,3,2,3,17,3,0,0,126,4,5,0,0,8,3,3,13,2,28,30,2,1,2,6,1,2,0,6,1,0,1,1,0,21,8,1,7,5,0,1,1,0,41,9,0,0,1,4,2,0,0,0,3,0,0,2,1,1,1,0,0,6,4,35,0,1,14,1,0,37,1,7,0,4,6,2,32,22,0,19,26,0,1,5,7,3,0,83,6,0,18,4,0,5,11,0,1,0,10
3,0,1,0,2,2,2,1,1,0,4,3,5,2,1,0,1,2,0,1,0,4,1,1,1,0,4,0,0,0,4,22,1,0,0,2,1,2,1,1,8,3,3,2,0,1,4,0,0,4,0,0,0,0,0,4,1,0,6,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,4,0,0,4,1,0,0,0,0,0,1,0,3,4,3,0,4,5,0,0,1,7,1,0,9,0,0,1,1,0,2,0,0,0,0,2
10,1,0,0,1,4,5,8,5,0,12,8,4,0,10,3,4,4,4,8,1,4,3,5,0,3,3,1,0,2,5,1,58,1,3,2,0,10,5,3,4,13,6,4,2,3,3,1,0,21,1,0,0,3,2,14,5,0,13,0,0,1,1,1,8,3,0,0,2,0,0,0,1,1,2,1,0,1,0,0,2,0,0,5,3,2,2,5,3,8,0,6,0,0,2,5,3,0,7,14,3,6,1,0,0,1,16,8,0,21,4,1,1,4,0,3,4,0,4,1,1
0,1,0,1,4,4,1,5,1,0,0,3,3,0,0,1,3,4,9,1,2,1,1,1,1,0,0,3,0,0,0,0,1,21,3,2,0,2,0,1,5,3,5,2,0,0,0,0,0,1,0,1,0,0,1,8,0,1,0,1,4,0,0,0,2,0,0,0,0,0,1,2,0,2,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,1,0,0,0,0,2,9,3,0,1,0,2,1,6,1,0,2,3,2,0,0,0,3,0,0,0,0,3
6,1,0,1,1,4,2,4,2,0,0,5,5,1,1,4,0,2,9,0,0,4,0,1,0,4,1,1,0,0,0,0,3,3,27,5,3,7,0,1,1,1,3,5,0,3,0,0,1,0,0,0,0,0,1,8,0,0,0,1,0,0,2,3,5,1,1,0,1,1,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,2,0,0,2,0,0,2,0,1,1,2,1,0,3,10,0,3,0,4,2,2,6,1,3,2,11,0,0,2,0,1,0,0,1,0,0
12,8,2,6,10,14,48,26,6,11,10,28,16,5,9,12,16,18,19,0,7,25,8,5,2,6,7,5,0,0,8,2,2,2,5,123,2,15,3,6,10,13,14,8,2,6,4,4,8,15,3,2,2,0,1,29,3,1,2,1,2,1,3,14,21,0,6,4,1,1,2,2,2,5,4,1,1,2,1,2,0,0,1,2,6,2,0,0,7,3,0,7,4,0,3,8,3,0,21,41,8,5,8,11,10,14,25,1,1,12,17,5,0,15,1,8,1,1,2,2,17
2,3,0,0,14,7,2,3,1,0,2,7,3,1,3,6,3,2,10,2,2,5,0,0,1,4,0,2,1,0,3,1,0,0,3,2,37,0,0,1,5,3,11,3,1,1,11,0,0,1,14,0,0,0,1,4,0,1,1,1,0,0,4,1,5,2,0,0,1,1,3,0,1,4,2,0,0,2,0,0,0,0,0,1,1,3,1,0,1,1,0,0,2,1,1,4,0,0,7,11,4,0,1,0,3,1,13,7,0,5,1,0,0,4,3,1,0,0,1,0,1
6,1,0,2,2,5,19,17,4,5,3,32,20,2,1,11,7,7,23,2,0,15,2,2,3,2,2,4,0,4,3,2,10,2,7,15,0,93,2,2,9,11,16,5,0,6,6,1,2,16,2,2,1,1,1,38,6,0,4,4,1,1,4,9,21,0,9,6,3,2,2,2,1,0,1,3,0,1,0,0,0,0,0,1,4,5,1,0,1,2,0,3,1,0,5,8,3,0,14,42,5,6,9,6,5,10,35,2,3,12,8,0,0,7,0,1,0,1,2,1,5
0,1,1,0,0,0,7,1,0,0,15,1,0,1,16,0,0,0,1,0,0,15,0,0,0,1,1,0,0,0,13,1,5,0,0,3,0,2,26,4,2,2,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,12,0,1,0,4,0,2,0,0,1,0,3,0,12,2,0,0,0,0,0,2,4,1,0,13,0,0,0,5,0,5,0,0,1,0,1
3,1,0,5,3,1,5,4,0,2,1,3,2,6,1,1,4,0,7,0,1,6,1,1,1,3,1,4,0,1,2,1,3,1,1,6,1,2,4,26,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,4,3,3,0,7,13,4,0,2,1,0,5,13,1,0,6,1,0,0,0,0,1,0,0,2,0,1
25,2,3,0,12,6,7,15,1,3,17,34,12,1,4,5,16,7,25,5,3,20,1,2,3,6,23,3,1,0,28,8,4,5,1,10,5,9,2,2,137,47,7,4,0,7,7,11,0,29,2,0,0,7,2,46,22,0,16,2,2,1,1,1,33,6,2,1,1,3,2,2,0,3,3,2,0,2,0,0,8,0,1,7,9,24,0,5,12,2,1,11,1,2,3,10,0,1,17,48,7,11,50,3,7,1,21,3,0,55,5,0,1,3,0,4,3,0,3,0,10
40,4,2,2,9,9,5,18,0,2,7,36,6,3,10,4,22,15,23,4,5,38,4,4,5,3,28,10,0,0,30,3,13,3,1,13,3,11,2,3,47,159,12,5,0,8,13,13,1,35,4,3,2,5,3,55,28,3,20,3,1,0,5,1,51,6,4,0,4,4,4,2,0,3,3,0,0,1,0,1,4,0,0,4,4,18,0,7,22,1,0,13,1,0,0,15,3,0,21,57,4,15,54,0,4,5,27,2,1,59,6,1,1,3,0,3,2,0,1,0,5
11,4,0,2,35,8,10,23,4,0,2,34,17,3,1,5,9,16,19,2,4,31,2,8,4,7,4,8,0,0,2,3,6,5,3,14,11,16,0,1,7,12,108,6,0,13,20,3,0,13,6,3,0,1,1,39,7,1,6,2,3,1,7,1,22,0,2,0,1,0,8,0,0,5,2,2,0,2,0,2,2,0,0,1,4,2,0,0,11,1,0,7,1,0,2,6,1,0,16,43,6,2,12,6,3,7,29,7,2,24,8,0,2,5,1,3,0,0,1,0,9
8,3,1,1,3,6,7,15,1,2,3,16,16,0,3,8,5,21,12,0,3,15,5,1,7,1,3,3,3,0,1,2,4,2,5,8,3,5,1,1,4,5,6,62,1,8,4,1,1,4,2,2,1,0,1,17,1,1,2,2,0,0,3,4,16,1,4,3,0,1,0,0,0,1,1,4,0,1,0,0,0,0,0,0,2,2,0,1,3,2,0,6,1,0,2,6,0,0,12,20,15,2,6,5,8,4,11,0,0,11,3,1,0,2,1,0,0,1,0,0,1
0,0,0,0,0,2,1,2,0,0,2,4,3,0,2,1,1,0,4,1,1,3,0,1,4,4,0,0,0,0,2,0,2,0,0,2,1,0,0,0,0,0,0,1,16,0,1,1,0,0,1,0,0,2,0,4,1,0,1,0,1,6,0,1,1,0,0,2,0,0,0,4,0,0,4,0,0,1,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,0,3,7,2,1,1,0,0,1,3,1,0,3,0,0,1,2,0,1,0,0,2,0,2
3,0,1,1,12,5,7,9,3,2,5,20,11,3,2,2,3,8,8,0,2,23,2,1,3,5,4,0,2,0,6,1,3,0,3,6,1,6,0,0,7,8,13,8,0,66,4,2,3,4,3,5,2,1,1,31,5,3,3,3,0,1,1,2,12,0,3,0,1,0,2,1,0,1,0,2,0,0,0,0,0,0,0,4,6,3,2,0,8,0,1,4,1,0,1,3,0,0,10,19,7,2,7,4,6,9,8,2,0,22,10,1,0,5,0,5,1,1,2,0,3
2,3,1,0,14,4,3,4,1,2,2,10,7,1,5,4,10,10,8,1,3,9,2,3,0,1,2,6,0,0,1,4,3,0,0,4,11,6,0,0,7,13,20,4,1,4,58,1,1,16,11,4,0,0,0,24,3,1,8,0,0,1,4,1,12,0,0,0,0,5,2,0,0,3,2,0,0,2,0,0,1,0,0,1,3,2,0,1,1,1,0,1,1,0,1,1,1,0,5,19,3,2,4,1,3,3,26,5,0,11,0,0,0,4,1,1,0,1,1,0,4
1,4,1,0,2,0,5,5,2,1,2,8,3,0,2,2,3,6,7,3,0,10,2,2,0,2,1,0,3,0,2,0,1,0,0,4,0,1,0,0,11,13,3,1,1,2,1,53,0,10,1,0,10,0,3,11,11,11,6,10,0,2,3,0,13,5,1,0,2,1,1,0,1,4,2,1,0,1,0,1,4,0,0,5,2,4,1,1,2,0,1,1,0,0,2,6,11,1,11,30,4,2,4,0,6,5,3,2,0,9,1,1,2,9,0,4,2,1,0,0,6
2,2,0,3,0,2,1,2,0,12,2,7,3,0,0,6,0,3,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,8,0,2,0,1,0,1,0,1,0,3,1,0,24,3,0,0,1,0,0,1,1,0,0,0,0,0,0,8,5,0,6,4,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,0,0,3,11,6,0,0,0,1,11,4,1,1,1,6,1,0,5,0,1,0,0,1,0,4
13,6,1,2,10,2,17,28,1,6,12,35,22,5,7,5,24,14,29,12,9,31,4,2,5,6,7,5,1,0,6,4,21,1,0,15,1,16,2,0,29,35,13,4,0,4,16,10,3,156,3,5,1,1,5,92,26,1,15,4,1,2,7,2,61,3,5,1,6,2,1,2,0,5,5,2,0,5,0,1,5,0,0,3,7,11,3,6,6,3,0,17,0,1,5,11,2,1,12,64,14,3,21,7,7,9,32,5,0,36,2,3,0,8,0,4,1,1,3,0,14
1,2,0,0,10,1,2,3,1,0,3,4,3,0,1,4,1,4,5,2,0,4,1,0,0,2,2,0,1,0,1,0,1,0,0,3,14,2,0,0,2,4,6,2,1,3,11,1,0,3,27,2,0,0,2,2,2,1,2,1,0,0,4,0,1,2,0,0,0,1,1,0,2,2,1,0,0,2,0,0,0,0,0,1,2,0,1,0,0,1,0,1,3,0,0,2,0,1,3,6,2,1,1,0,0,0,10,5,0,1,0,0,1,1,2,3,0,1,1,0,0
1,3,0,0,6,2,2,13,0,1,1,8,4,1,3,4,2,6,4,1,1,1,2,0,2,2,1,1,0,0,0,0,0,1,0,2,0,2,0,0,0,3,3,2,0,5,4,0,0,5,2,32,0,0,1,16,1,0,0,1,1,0,3,1,11,0,0,0,3,1,1,1,0,1,4,0,1,0,0,2,0,0,0,4,5,1,2,0,2,1,0,1,0,0,0,2,0,0,4,11,0,0,3,4,2,4,8,1,0,3,0,0,0,5,0,6,0,1,1,0,3
1,2,0,0,0,1,1,2,0,2,0,2,1,0,0,3,0,1,2,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,0,1,0,2,0,10,1,1,0,0,18,0,0,1,1,9,0,10,0,1,0,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,9,0,6,11,0,0,1,0,0,4,1,1,0,3,0,0,1,10,0,1,0,0,0,0,2
1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,1,1,0,1,1,0,0,0,2,4,0,0,1,1,0,3,0,0,0,0,1,0,0,7,5,1,0,2,1,0,0,0,1,0,0,0,12,0,0,1,0,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,2,0,4,6,0,0,0,0,1,1,8,0,0,1,0,0,1,0,0,0,0,0
1,0,1,0,0,0,0,2,0,0,0,2,1,0,0,1,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,2,1,1,1,1,1,0,0,2,3,1,1,0,1,0,3,0,5,2,1,0,0,14,3,4,2,1,0,0,0,0,0,1,0,0,0,4,2,1,0,2,6,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,8,0,0,0,0,0,2,0,0,0,1,1,1,1,3,1,1,1,0,0,0,0
34,11,1,1,16,30,24,99,6,1,26,84,64,7,15,10,47,59,75,10,10,93,15,9,8,12,13,12,5,0,21,4,14,8,8,29,4,38,2,3,46,55,39,17,4,31,24,11,1,92,2,16,1,0,3,331,33,8,21,9,3,4,20,11,143,3,18,3,4,6,6,4,0,9,10,4,0,7,1,1,7,0,0,5,17,18,1,2,23,1,2,44,2,1,4,25,4,0,41,151,32,12,59,15,20,23,71,10,1,68,8,4,2,11,0,3,1,3,6,0,22
9,3,1,1,4,6,5,16,0,0,12,16,9,2,3,0,6,4,16,7,6,6,2,3,2,7,3,5,0,0,8,1,5,0,0,3,0,6,0,0,22,28,7,1,1,5,3,11,1,26,2,1,1,1,4,33,80,3,8,1,1,1,1,3,32,4,2,0,4,0,1,1,2,2,4,0,0,2,0,1,4,0,1,4,1,7,3,4,4,0,0,5,1,0,3,7,3,1,4,39,1,2,7,1,3,6,5,6,0,15,2,6,1,9,0,2,1,0,1,0,4
