deck_id,x,y,z,mapped_cards,deck_cluster
0,0.017295596019340647,-0.017335293923542,-0.022506002786244657,8,8
1,0.0023550360820977136,-0.03005453226522655,-0.009006850399592299,8,0
2,-0.004832111631860618,0.00658447841021653,-0.02917806330117788,8,11
3,0.0016351739889018807,-0.03647362774442315,-0.0032615170787594567,8,9
4,0.008615558117764176,-0.0023335886756085944,-0.015297020742645738,8,8
5,-0.0020431948441565376,-0.01620456216610485,0.004535115837197439,8,3
6,-0.0010390204734243283,0.004385335375854794,-0.009221105306201039,8,16
7,0.023148469114755016,-0.026245132412439594,-0.00978316617893232,8,5
8,0.06965316742046705,-0.011981203530713995,0.015322371049480168,8,10
9,0.004464192283398053,-0.01973534598393673,-0.004849555446036262,8,0
10,-0.017384761145633053,-0.022392079256998442,-0.004514311774060808,8,14
11,0.000853539816545801,-0.022467691279772915,0.004471989448766723,8,3
12,0.013677325691746928,-0.022242055110850093,-0.0016357108949237003,8,18
13,0.018229791550608537,-0.016407583508055067,0.0009509635638127072,8,18
14,0.02676903672639921,-0.026362004056006007,0.005240938954937277,8,15
15,0.023243597403420125,-0.024940853309282696,-0.00043683425461857057,8,15
16,-0.008840550131716965,-0.007428935601382197,-0.007914559624712707,8,11
17,0.01355187616052181,-0.006669480584847114,0.008794178912652335,8,7
18,-0.0011209219095042321,-0.027542683583760087,-0.012175144147203124,8,9
19,0.054414439313105405,0.008872557480300912,0.010261532711449303,8,2
20,-0.009225691695274842,-0.027798980338920247,-0.008320609149240701,8,9
21,0.03555144803309105,-0.019210684285783805,-0.004403676468259018,8,15
22,0.01856191446985006,-0.01838712578193521,0.004913694057264721,8,18
23,-0.00983694750039203,0.008639848854397725,-0.0020110239104019355,8,16
24,0.0004811003152692091,-0.02942817154790569,0.000210057433685387,8,9
25,-0.0003306328302611586,0.036752737329528024,-0.008267799507657136,8,6
26,0.02270650957881719,-0.008378112169066906,-0.009657068293164183,8,8
27,-0.017716149682659596,-0.027779167109017396,-0.0009439499309137137,8,14
28,-0.007575470915093094,-0.010369729901889634,-0.005535261785728407,8,11
29,0.0029782268780768548,-0.01078218902902662,0.0022818519091842107,8,7
30,0.009081262660339038,-0.009406760115350622,-0.009020729008675163,8,7
31,0.05197511727058417,-0.009374746056944955,0.009791592296312646,8,19
32,-0.011783920394949167,-0.0218102555758992,-0.004193317800937931,8,3
33,0.0123838157436411,-0.013553950737050817,0.0063453848343066055,8,18
34,0.03843149856790564,-0.01467106502084145,-0.026817293132277126,8,8
35,0.005620535796970291,0.011337216216800498,0.01100296372208626,8,16
36,-0.00411632864072037,-0.027308361514530657,-0.00949604526240088,8,9
37,-0.00010476701711032658,-0.014480409370491179,0.0028673842676916225,8,3
38,0.06965316742046705,-0.011981203530713995,0.01532237104948017,8,10
39,-0.019342921857251564,-0.011896957556803908,0.0014556910109589133,8,1
40,0.06213537566346826,-0.02755516610402125,-0.011008284806917696,8,13
41,0.08348740807108034,-0.015375741620130437,0.007247546793760812,8,10
42,-0.006681797792749848,-0.013055832925492852,0.006253100421470857,8,3
43,-8.387611263454805e-05,-0.021523276469346694,-0.002708049325338907,8,3
44,0.015741396602466682,-0.027583700349902752,-0.000226501501650021,8,18
45,-0.006739484757826389,-0.027661702943817725,-0.0004007094454428953,8,9
46,0.012416655029761234,-0.011540571215970874,-0.00826610823514106,8,7
47,0.008631276550633157,-0.02071116380774792,-0.016104970414443948,8,0
48,-0.008063379365865951,-0.02363651751738335,-0.0030987647712855428,8,3
49,0.055044164370283435,-0.012785118832412026,0.006611551566858129,8,19
50,0.04112027997512569,-0.025406108898710603,-0.009588776401752328,8,5
51,-0.016931437600559346,-0.0123438231799767,0.004397591003936503,8,1
52,-0.018374537096587568,-0.0246762445496424,-0.003905098001181213,8,14
53,0.04985821814124714,-0.01349434704131833,0.005149990830831043,8,19
54,-0.0026990878436506747,-0.023275710048223815,-0.013544907532710874,8,9
55,-0.023820273674347622,0.006249728569396519,-0.001129006871890682,8,4
56,0.07236598639664678,-0.0025496985951317186,0.023889016650770145,8,2
57,0.024570817332377193,-0.018865868946355013,0.004187431870239309,8,15
58,0.00781243912161199,-0.023028765403995632,-0.004011125485651965,8,18
59,0.0017005205012045423,-0.019407373953960163,-0.006981340392738584,8,0
60,0.0033345150984138926,-0.031158343739212245,0.002944377922626764,8,9
61,0.06349582670075124,-0.014725079325980715,0.00798797066264951,8,10
62,0.02448842008109036,-0.02573757306601557,-4.052233264000834e-05,8,15
63,-0.045178056896732564,0.00036494578186130095,0.014401966223186647,8,12
64,0.019463734919955854,-0.03276025037160725,-0.0017690482439911052,8,18
65,0.017152056457272857,-0.021647692561282593,-0.011604604250154778,8,0
66,0.0067936793637480754,-0.017116343973968103,-0.006064350627573776,8,18
67,0.003041115115087939,-0.03299538558995063,-0.004907203642069071,8,9
68,0.00020113041973774466,-0.012698803552775056,-0.006545812598897625,8,7
69,-0.007335154632976729,-0.024109524903969927,-0.0012577839129866244,8,3
70,-0.006299816134887342,-0.025820094591166423,0.005234985338538622,8,3
71,0.06616730577115565,-0.020556448220148574,0.009592512514002331,8,10
72,0.002149968872860923,-0.019098613591347652,0.006424710620698006,8,3
73,0.013004270403560673,-0.018099369733590765,-0.01786397456413919,8,0
74,0.05910694821217334,-0.020336453458385924,0.007407590874502985,8,10
75,0.0272996127708987,-0.027497506158649484,-0.00042403624725903077,8,15
76,-0.013371581027933534,-0.020184875377396,0.0027010703337196212,8,3
77,0.016914475734836627,-0.020858568265273925,0.008421929990972774,8,18
78,-0.0013436601704138946,0.04390453144160156,-0.01204686551830942,8,6
79,0.003407153521261012,-0.01260507340656452,-0.00014740491724968404,8,7
80,0.06570301978163681,0.00576994121610389,0.013146221156824293,8,2
81,0.045306424137103354,-0.01053490511996454,-0.0034124549584232705,8,19
82,0.03671022480848583,-0.006151159834089027,0.016890998083394573,8,19
83,0.0027224888273743387,-0.026939246782002303,-0.006112888878171349,8,0
84,0.024192190123189454,-0.023286496663788153,0.002173858601678221,8,15
85,-0.015240617150676468,-0.029332737584211722,-0.0012841985910200168,8,14
86,-0.039525108793429194,-0.008465079489757835,0.020042777430026425,8,12
87,-0.025587155659981015,-0.03214425752553006,-6.675234303207654e-05,8,14
88,0.02212740532350999,-0.016450916468235453,0.010780083097570288,8,15
89,0.022706509578817185,-0.008378112169066908,-0.009657068293164183,8,8
90,-0.03251354654996436,-0.013057585711229247,0.01346231027371114,8,12
91,-0.0059315184315538875,-0.015450419340542868,-0.0013310309553533428,8,3
92,0.055102181470549697,0.030752997150319823,0.003230647435211453,8,17
93,0.008824993990255117,-0.003084501760111562,-0.019513204910999848,8,8
94,-0.005848283912039871,-0.01282499410804898,0.005403260421154144,8,3
95,0.014528745263176322,-0.02320393478360592,0.004545107105219243,8,18
96,0.06965316742046705,-0.011981203530713995,0.015322371049480168,8,10
97,-0.0036458028331995784,-0.026852199421527025,-0.016094629224252675,8,9
98,0.016624194390070297,-0.02244089153398559,-0.001502288958246053,8,18
99,-0.006621124948548101,-0.030492944036829846,-0.003446753068577029,8,9
100,0.012835193523512001,-0.003722847486464068,6.843052783464705e-05,8,7
101,-0.0034534579815551987,-0.01592032904134305,-0.0008024109738999977,8,3
102,0.00707349433345265,-0.016138368148245104,-0.007190902122051008,8,18
103,0.044627774599316564,-0.022799287737698872,0.0010356258023491187,8,19
104,-0.02240082029777629,-0.035254641124252264,0.000726278817351318,8,14
105,0.02958482387608912,-0.021982731384643142,-0.016218443900455418,8,5
106,0.037380361108897114,-0.018795151998154295,-0.004141033216744644,8,15
107,0.009886340637291815,-0.03640061907860827,-0.00795199515636875,8,0
108,0.06039109536971626,-0.010583648845904969,0.0009312176858460601,8,19
109,-0.0293289677047128,-0.020501652604961534,-0.0057675513164232185,8,1
110,0.06744941472380268,-0.007888627881799372,0.008719716214783001,8,10
111,-0.03411625463747096,0.003656222531263386,0.0008289755683291406,8,4
112,-0.004025464196118762,-0.025972644922481303,-0.01385226890057022,8,9
113,-0.018636732204577757,-0.021373238000012538,0.008028790648332704,8,14
114,-0.004287859558989418,-0.026378317841215117,0.003616227613688689,8,3
115,0.010143153339115286,-0.012797589641465221,0.006015385850435482,8,7
116,-0.016615592758276825,-0.03066108678370707,0.0041028253062590295,8,14
117,0.04551805807158897,-0.01503752475570274,0.015520816075078978,8,19
118,-0.0016728418637763408,-0.02026979525829003,-0.0074502377952250795,8,3
119,0.015462861315765084,-0.011521027495077676,-0.010053966938880637,8,8
120,0.0007825571220540714,-0.024212205727455367,-0.00266014366431916,8,9
121,0.0059391186807221915,-0.005787120676883344,-0.012389622086623878,8,7
122,-0.006001350756699635,-0.025436907311939993,-0.005734914054394566,8,9
123,-0.009836947500392032,0.008639848854397725,-0.0020110239104019355,8,16
124,-0.0003306328302611586,0.036752737329528024,-0.008267799507657136,8,6
125,-0.003880604961785271,-0.001645754371990739,-0.0026034508963526954,8,7
126,0.0064462444812272025,-0.02349778463572899,-0.002869178248957206,8,18
